epoch,loss,accuracy,val_loss,val_accuracy
0,4.3239426612854,0.04452372342348099,3.5652520656585693,0.12002342194318771
1,3.7152342796325684,0.10189083218574524,3.281923770904541,0.16393442451953888
2,3.480038642883301,0.13228683173656464,3.1403839588165283,0.19964870810508728
3,3.3345816135406494,0.15918658673763275,3.067701578140259,0.21487119793891907
4,3.2434699535369873,0.17745272815227509,3.050083875656128,0.23067915439605713
5,3.1631338596343994,0.19008205831050873,2.9694406986236572,0.24297423660755157
6,3.10447096824646,0.2014983892440796,2.854684591293335,0.266978919506073
7,3.0560426712036133,0.20856225490570068,2.8168797492980957,0.2652224898338318
8,3.008704900741577,0.21748127043247223,2.807302951812744,0.27927401661872864
9,2.977874755859375,0.22711381316184998,2.7596850395202637,0.28688523173332214
10,2.9665722846984863,0.22525864839553833,2.6767852306365967,0.3067915737628937
11,2.918463706970215,0.23910096287727356,2.686296224594116,0.3155737817287445
12,2.8882768154144287,0.23674634099006653,2.676330804824829,0.3003512918949127
13,2.8641772270202637,0.25322869420051575,2.5930259227752686,0.3272833824157715
14,2.842345714569092,0.25693899393081665,2.626258611679077,0.3208431005477905
15,2.829629898071289,0.2541562616825104,2.5829555988311768,0.3284543454647064
16,2.805647373199463,0.25922226905822754,2.5491881370544434,0.32786884903907776
17,2.778718948364258,0.2622903883457184,2.521040439605713,0.3325527012348175
18,2.7688448429107666,0.2704245448112488,2.601315498352051,0.33138173818588257
19,2.753350257873535,0.2722083628177643,2.5332603454589844,0.35070258378982544
20,2.729600191116333,0.2747056782245636,2.608262300491333,0.3266978859901428
21,2.680905818939209,0.2895469069480896,2.434887647628784,0.37119439244270325
22,2.6311867237091064,0.3023189306259155,2.4493236541748047,0.3612412214279175
23,2.617757558822632,0.3029611110687256,2.3946337699890137,0.3817330300807953
24,2.6048407554626465,0.3098822832107544,2.400312662124634,0.3700234293937683
25,2.5949513912200928,0.3090260326862335,2.379089593887329,0.37295082211494446
26,2.565824031829834,0.31523367762565613,2.40798282623291,0.3717798590660095
27,2.5609049797058105,0.31402069330215454,2.395200729370117,0.39051520824432373
28,2.5410327911376953,0.31494826078414917,2.3566110134124756,0.3776346743106842
29,2.5406322479248047,0.319229394197464,2.391862392425537,0.37470725178718567
0,2.685375213623047,0.28911879658699036,2.3372902870178223,0.3776346743106842
1,2.462102174758911,0.3344273865222931,2.222733974456787,0.4156908690929413
2,2.3037874698638916,0.3738851249217987,2.1081621646881104,0.43501171469688416
3,2.225184917449951,0.38665714859962463,2.009486675262451,0.4695550203323364
4,2.1256017684936523,0.416339635848999,1.982469081878662,0.4771662652492523
5,2.0506904125213623,0.4301106035709381,1.9243098497390747,0.48946136236190796
6,1.997922658920288,0.4450945556163788,1.8564114570617676,0.5187353491783142
7,1.9170726537704468,0.4650731384754181,1.8070619106292725,0.5204917788505554
8,1.8653781414031982,0.4822689890861511,1.796578288078308,0.5245901346206665
9,1.7953009605407715,0.49803781509399414,1.7877428531646729,0.5316159129142761
10,1.745631217956543,0.5119515061378479,1.7436652183532715,0.5421545505523682
11,1.7075691223144531,0.5192294120788574,1.7647370100021362,0.5357142686843872
12,1.6524591445922852,0.5323581695556641,1.698333501815796,0.5462529063224792
13,1.5957304239273071,0.5499821901321411,1.671047568321228,0.5567915439605713
14,1.5530518293380737,0.5575454831123352,1.6543933153152466,0.5626463890075684
15,1.506849765777588,0.5718872547149658,1.667513370513916,0.5532786846160889
16,1.4665676355361938,0.583660364151001,1.5831758975982666,0.5831381678581238
17,1.4271817207336426,0.5880842208862305,1.5902352333068848,0.5737704634666443
18,1.360620141029358,0.6077060103416443,1.5522688627243042,0.591334879398346
19,1.3162007331848145,0.6261862516403198,1.544430136680603,0.5825526714324951
20,1.2915676832199097,0.6313949227333069,1.560537576675415,0.5766978859901428
21,1.268250823020935,0.6365323066711426,1.4878044128417969,0.6106557250022888
22,1.21867036819458,0.6509454250335693,1.4872463941574097,0.61241215467453
23,1.2047905921936035,0.6545843482017517,1.4583165645599365,0.6106557250022888
24,1.1614278554916382,0.6650731563568115,1.471312165260315,0.6048009395599365
25,1.1311413049697876,0.6742775440216064,1.478171467781067,0.608313798904419
26,1.0867663621902466,0.681056022644043,1.4714781045913696,0.6065573692321777
27,1.0327256917953491,0.7048876285552979,1.4032516479492188,0.6229507923126221
28,0.9878613352775574,0.7097395658493042,1.3714592456817627,0.6229507923126221
29,0.9736807346343994,0.717160165309906,1.35009765625,0.6370023488998413
0,0.9333487749099731,0.732286810874939,1.3690263032913208,0.6346604228019714
